,amount,branch_type,category,da_id,hospital_area,hospital_code,hospital_name,indicator,total,Special_Type,SPECIAL_ID,overall_district,overall,year
237,10,1,診所                ,114,新北市新莊區,3531065392,合新診所,12.65%,79,4,0,0.2483,0.3040,2011
238,15,1,診所                ,114,新北市新店區,3531052966,佑康聯合診所,18.98%,79,4,0,0.2483,0.3040,2011
239,12,1,診所                ,114,新北市新莊區,3531065196,嘉泰耳鼻喉科診所,15.18%,79,4,0,0.2483,0.3040,2011
240,9,1,診所                ,114,新北市新店區,3531051192,劉建梅診所,11.39%,79,4,0,0.2483,0.3040,2011
241,7,1,診所                ,114,新北市土城區,3531132656,新明診所,8.97%,78,4,0,0.2483,0.3040,2011
242,10,1,診所                ,114,新北市永和區,3531033201,崇恩診所,12.82%,78,4,0,0.2483,0.3040,2011
243,5,1,診所                ,114,新北市新莊區,3531060995,陳世昌婦產科診所,6.41%,78,4,0,0.2483,0.3040,2011
244,11,1,診所                ,114,新北市淡水區,3531100341,滙眾內科診所,14.10%,78,4,0,0.2483,0.3040,2011
245,9,1,診所                ,114,新北市板橋區,3531015954,當代聯合診所,11.53%,78,4,0,0.2483,0.3040,2011
246,11,1,診所                ,114,新北市板橋區,3531015598,基祥西醫診所,14.28%,77,4,0,0.2483,0.3040,2011
247,8,1,診所                ,114,新北市中和區,3531044491,嘉仁診所,10.38%,77,4,0,0.2483,0.3040,2011
248,10,1,診所                ,114,新北市蘆洲區,3531142367,寶明診所,13.15%,76,4,0,0.2483,0.3040,2011
249,14,1,診所                ,114,新北市板橋區,2631010021,板橋榮譽國民之家醫務室,18.42%,76,4,0,0.2483,0.3040,2011
250,11,1,診所                ,114,新北市石碇區,2331190019,新北市石碇區衛生所,14.47%,76,4,0,0.2483,0.3040,2011
251,25,1,診所                ,114,新北市三重區,3531025469,張必正診所,32.89%,76,4,0,0.2483,0.3040,2011
252,14,1,診所                ,114,新北市中和區,3531041776,西華診所,18.42%,76,4,0,0.2483,0.3040,2011
253,13,1,診所                ,114,新北市中和區,3531042291,雙怡診所,17.10%,76,4,0,0.2483,0.3040,2011
254,10,1,診所                ,114,新北市淡水區,3531104947,水碓瑞安診所,13.15%,76,4,0,0.2483,0.3040,2011
255,8,1,診所                ,114,新北市三重區,3531020884,洪文武診所,10.66%,75,4,0,0.2483,0.3040,2011
256,5,1,診所                ,114,新北市新莊區,3531060511,德安婦產科診所,6.66%,75,4,0,0.2483,0.3040,2011
257,5,1,診所                ,114,新北市板橋區,3531013478,廣安診所,6.66%,75,4,0,0.2483,0.3040,2011
258,9,1,診所                ,114,新北市中和區,3531044615,廣祥診所,12%,75,4,0,0.2483,0.3040,2011
259,9,1,診所                ,114,新北市中和區,3531043976,華欣診所,12%,75,4,0,0.2483,0.3040,2011
260,8,1,診所                ,114,新北市板橋區,3531016335,俊安診所,10.95%,73,4,0,0.2483,0.3040,2011
261,8,1,診所                ,114,新北市淡水區,3531104803,能安診所,10.95%,73,4,0,0.2483,0.3040,2011
262,10,1,診所                ,114,新北市三重區,3531022717,智信診所,14.08%,71,4,0,0.2483,0.3040,2011
263,8,1,診所                ,114,新北市新莊區,3531060459,陳桔泱診所,11.26%,71,4,0,0.2483,0.3040,2011
264,12,1,診所                ,114,新北市板橋區,3531013512,蔡利誠診所,16.90%,71,4,0,0.2483,0.3040,2011
265,10,1,診所                ,114,新北市雙溪區,3531251361,冠麒診所,14.08%,71,4,0,0.2483,0.3040,2011
266,4,1,診所                ,114,新北市新莊區,3531064019,宏祐診所,5.71%,70,4,0,0.2483,0.3040,2011
267,11,1,診所                ,114,新北市淡水區,3531105006,恩友診所,15.71%,70,4,0,0.2483,0.3040,2011
268,12,1,診所                ,114,新北市新莊區,3531065133,禾欣診所,17.14%,70,4,0,0.2483,0.3040,2011
269,4,1,診所                ,114,新北市三重區,3531022011,銘泰診所,5.79%,69,4,0,0.2483,0.3040,2011
270,4,1,診所                ,114,新北市新莊區,3531063389,青青診所,5.79%,69,4,0,0.2483,0.3040,2011
271,14,1,診所                ,114,新北市中和區,3531040957,中和李內科診所,20.28%,69,4,0,0.2483,0.3040,2011
272,2,1,診所                ,114,新北市板橋區,3531012097,佑幼小兒科診所,2.94%,68,4,0,0.2483,0.3040,2011
273,9,1,診所                ,114,新北市永和區,3531031985,和信診所,13.43%,67,4,0,0.2483,0.3040,2011
274,10,1,診所                ,114,新北市新莊區,3531061232,聶廷憲診所,14.92%,67,4,0,0.2483,0.3040,2011
275,5,1,診所                ,114,新北市板橋區,3531017494,和安診所,7.46%,67,4,0,0.2483,0.3040,2011
276,8,1,診所                ,114,新北市三峽區,3531091623,慶霖診所,11.94%,67,4,0,0.2483,0.3040,2011
277,5,1,診所                ,114,新北市土城區,3531130910,維康診所,7.57%,66,4,0,0.2483,0.3040,2011
278,11,1,診所                ,114,新北市蘆洲區,3531142714,上安診所,16.66%,66,4,0,0.2483,0.3040,2011
279,3,1,診所                ,114,新北市土城區,3531130358,賴家庭醫學科診所,4.61%,65,4,0,0.2483,0.3040,2011
280,4,1,診所                ,114,新北市蘆洲區,3531140354,協和診所,6.25%,64,4,0,0.2483,0.3040,2011
281,6,1,診所                ,114,新北市新莊區,3531063487,寶健診所,9.37%,64,4,0,0.2483,0.3040,2011
282,6,1,診所                ,114,新北市樹林區,3531070651,詠聖診所,9.37%,64,4,0,0.2483,0.3040,2011
283,7,1,診所                ,114,新北市三重區,3531021630,宏鴻診所,11.11%,63,4,0,0.2483,0.3040,2011
284,5,1,診所                ,114,新北市板橋區,3531012533,仁民診所,7.93%,63,4,0,0.2483,0.3040,2011
285,5,1,診所                ,114,新北市淡水區,3531104750,華生家醫科皮膚科聯合診所,7.93%,63,4,0,0.2483,0.3040,2011
286,6,1,診所                ,114,新北市蘆洲區,3531142090,鴻文耳鼻喉科診所,9.67%,62,4,0,0.2483,0.3040,2011
287,11,1,診所                ,114,新北市樹林區,3531072057,三福診所,17.74%,62,4,0,0.2483,0.3040,2011
288,11,1,診所                ,114,新北市三重區,3531022735,至安診所,18.03%,61,4,0,0.2483,0.3040,2011
289,5,1,診所                ,114,新北市土城區,3531130125,秀偉小兒科診所,8.33%,60,4,0,0.2483,0.3040,2011
290,6,1,診所                ,114,新北市板橋區,3531017217,板橋長榮診所,10%,60,4,0,0.2483,0.3040,2011
291,5,1,診所                ,114,新北市三重區,3531022520,三重台新診所,8.33%,60,4,0,0.2483,0.3040,2011
292,3,1,診所                ,114,新北市板橋區,3531016219,吉立診所,5%,60,4,0,0.2483,0.3040,2011
293,1,1,診所                ,114,新北市鶯歌區,3531080264,博音診所,1.66%,60,4,0,0.2483,0.3040,2011
294,4,1,診所                ,114,新北市蘆洲區,3531140505,蘆洲李耳鼻喉科診所,6.77%,59,4,0,0.2483,0.3040,2011
295,8,1,診所                ,114,新北市汐止區,3531110356,佑安診所,13.79%,58,4,0,0.2483,0.3040,2011
296,6,1,診所                ,114,新北市中和區,3531045069,尚安診所,10.34%,58,4,0,0.2483,0.3040,2011
297,2,1,診所                ,114,新北市淡水區,3531100047,黃秋陽診所,3.57%,56,4,0,0.2483,0.3040,2011
298,9,1,診所                ,114,新北市樹林區,3531072182,正安診所,16.07%,56,4,0,0.2483,0.3040,2011
299,5,1,診所                ,114,新北市土城區,3531131097,城安耳鼻喉科診所,9.09%,55,4,0,0.2483,0.3040,2011
300,10,1,診所                ,114,新北市板橋區,3531017369,安慶診所,18.51%,54,4,0,0.2483,0.3040,2011
301,9,1,診所                ,114,新北市汐止區,3531112725,洪振凱診所,16.66%,54,4,0,0.2483,0.3040,2011
302,8,1,診所                ,114,新北市新莊區,3531060726,崇仁外科診所,15.09%,53,4,0,0.2483,0.3040,2011
303,4,1,診所                ,114,新北市蘆洲區,3531142081,聯邦診所,7.54%,53,4,0,0.2483,0.3040,2011
304,12,1,診所                ,114,新北市永和區,3531033827,和安耳鼻喉科診所,22.64%,53,4,0,0.2483,0.3040,2011
305,11,1,診所                ,114,新北市中和區,3531044053,益德診所,20.75%,53,4,0,0.2483,0.3040,2011
306,2,1,診所                ,114,新北市林口區,3531171368,侯志龍小兒科診所,3.77%,53,4,0,0.2483,0.3040,2011
307,6,1,診所                ,114,新北市新莊區,3531064304,公園診所,11.32%,53,4,0,0.2483,0.3040,2011
308,3,1,診所                ,114,新北市板橋區,3531016906,吉仁醫病相談診所,5.76%,52,4,0,0.2483,0.3040,2011
309,16,1,診所                ,114,新北市板橋區,3531016960,仁謙診所,30.76%,52,4,0,0.2483,0.3040,2011
310,9,1,診所                ,114,新北市中和區,3531043770,王家醫科診所,17.30%,52,4,0,0.2483,0.3040,2011
311,3,1,診所                ,114,新北市三重區,3531020660,三民家庭醫學科診所,5.88%,51,4,0,0.2483,0.3040,2011
312,3,1,診所                ,114,新北市蘆洲區,3531140943,蘆洲成功耳鼻喉科診所,5.88%,51,4,0,0.2483,0.3040,2011
313,10,1,診所                ,114,新北市新莊區,3531063861,大益診所,19.60%,51,4,0,0.2483,0.3040,2011
314,3,1,診所                ,114,新北市板橋區,3531011456,愛德診所,5.88%,51,4,0,0.2483,0.3040,2011
315,5,1,診所                ,114,新北市汐止區,3531110687,宏彬診所,9.80%,51,4,0,0.2483,0.3040,2011
316,8,1,診所                ,114,新北市五股區,3531151535,健泰診所,15.68%,51,4,0,0.2483,0.3040,2011
317,4,1,診所                ,114,新北市新莊區,3531065507,禾新耳鼻喉科診所,7.84%,51,4,0,0.2483,0.3040,2011
318,6,1,診所                ,114,新北市土城區,3531130956,郭舒民診所,12%,50,4,0,0.2483,0.3040,2011
319,8,1,診所                ,114,新北市板橋區,3531012917,炳榮診所,16%,50,4,0,0.2483,0.3040,2011
320,5,1,診所                ,114,新北市八里區,3531231136,台加診所,10%,50,4,0,0.2483,0.3040,2011
321,7,1,診所                ,114,新北市淡水區,3531104929,黃麟偉診所,14%,50,4,0,0.2483,0.3040,2011
322,0,1,診所                ,114,新北市鶯歌區,3531080228,秦德水家庭醫學科診所,0%,50,4,0,0.2483,0.3040,2011
323,12,1,診所                ,114,新北市新店區,3531053123,我的診所,24%,50,4,0,0.2483,0.3040,2011
324,4,1,診所                ,114,新北市中和區,3531041650,榮生診所,8.16%,49,4,0,0.2483,0.3040,2011
325,5,1,診所                ,114,新北市三重區,3531020400,李祥德診所,10.41%,48,4,0,0.2483,0.3040,2011
326,6,1,診所                ,114,新北市永和區,3531033994,明心診所,12.50%,48,4,0,0.2483,0.3040,2011
327,2,1,診所                ,114,新北市林口區,3531170192,捷仁診所,4.25%,47,4,0,0.2483,0.3040,2011
328,3,1,診所                ,114,新北市樹林區,3531070599,敏昌診所,6.38%,47,4,0,0.2483,0.3040,2011
329,5,1,診所                ,114,新北市土城區,3531130483,土城診所,10.86%,46,4,0,0.2483,0.3040,2011
330,8,1,診所                ,114,新北市永和區,3531034066,柯景馨診所,17.39%,46,4,0,0.2483,0.3040,2011
331,5,1,診所                ,114,新北市板橋區,3531017396,翠豐診所,10.86%,46,4,0,0.2483,0.3040,2011
332,10,1,診所                ,114,新北市中和區,3531041838,永康診所,21.73%,46,4,0,0.2483,0.3040,2011
333,5,1,診所                ,114,新北市汐止區,3531110972,湖前診所,10.86%,46,4,0,0.2483,0.3040,2011
334,7,1,診所                ,114,新北市三重區,3531024999,和平診所,15.21%,46,4,0,0.2483,0.3040,2011
335,4,1,診所                ,114,新北市泰山區,3531161559,佳欣診所,8.69%,46,4,0,0.2483,0.3040,2011
336,7,1,診所                ,114,新北市土城區,3531130607,亞泰診所,15.55%,45,4,0,0.2483,0.3040,2011
337,5,1,診所                ,114,新北市蘆洲區,3531140372,永全診所,11.11%,45,4,0,0.2483,0.3040,2011
338,5,1,診所                ,114,新北市新莊區,3531061009,王中煌診所,11.11%,45,4,0,0.2483,0.3040,2011
339,5,1,診所                ,114,新北市淡水區,3531104965,怡安診所,11.11%,45,4,0,0.2483,0.3040,2011
340,5,1,診所                ,114,新北市新店區,3531051343,佳音診所,11.36%,44,4,0,0.2483,0.3040,2011
341,6,1,診所                ,114,新北市新店區,3531053070,健全診所,13.63%,44,4,0,0.2483,0.3040,2011
342,5,1,診所                ,114,新北市土城區,3531130563,學府周耳鼻喉科診所,11.62%,43,4,0,0.2483,0.3040,2011
343,9,1,診所                ,114,新北市三重區,3531022780,周宏法診所,20.93%,43,4,0,0.2483,0.3040,2011
344,5,1,診所                ,114,新北市板橋區,3531010940,張俊明外科婦科診所,11.62%,43,4,0,0.2483,0.3040,2011
345,11,1,診所                ,114,新北市蘆洲區,3531142456,仁美診所,26.19%,42,4,0,0.2483,0.3040,2011
346,2,1,診所                ,114,新北市淡水區,3531104992,淡海診所,4.76%,42,4,0,0.2483,0.3040,2011
347,7,1,診所                ,114,新北市中和區,3531044437,佳新小兒科診所,16.66%,42,4,0,0.2483,0.3040,2011
348,5,1,診所                ,114,新北市新莊區,3531063567,安新診所,12.19%,41,4,0,0.2483,0.3040,2011
349,8,1,診所                ,114,新北市新莊區,3531064439,施博仁診所,19.51%,41,4,0,0.2483,0.3040,2011
350,8,1,診所                ,114,新北市中和區,3531042531,康萊診所,19.51%,41,4,0,0.2483,0.3040,2011
351,4,1,診所                ,114,新北市樹林區,3531070133,賴貞祥婦產科診所,9.75%,41,4,0,0.2483,0.3040,2011
352,6,1,診所                ,114,新北市板橋區,3531016166,恩典復健家醫科診所,14.63%,41,4,0,0.2483,0.3040,2011
353,5,1,診所                ,114,新北市新莊區,3531063469,莊申南婦產科診所,12.50%,40,4,0,0.2483,0.3040,2011
354,2,1,診所                ,114,新北市五股區,3531150216,鴻佑診所,5%,40,4,0,0.2483,0.3040,2011
355,3,1,診所                ,114,新北市泰山區,3531161595,王嘉興診所,7.50%,40,4,0,0.2483,0.3040,2011
356,1,1,診所                ,114,新北市泰山區,3531161666,弘森診所,2.50%,40,4,0,0.2483,0.3040,2011
357,6,1,診所                ,114,新北市烏來區,3531291123,華成診所,15%,40,4,0,0.2483,0.3040,2011
358,3,1,診所                ,114,新北市板橋區,3531011027,中正診所,7.69%,39,4,0,0.2483,0.3040,2011
359,2,1,診所                ,114,新北市新店區,3531053132,全康診所,5.12%,39,4,0,0.2483,0.3040,2011
360,6,1,診所                ,114,新北市泰山區,3531160374,黃耀立診所,15.38%,39,4,0,0.2483,0.3040,2011
361,4,1,診所                ,114,新北市蘆洲區,3531142894,許修平診所,10.52%,38,4,0,0.2483,0.3040,2011
362,4,1,診所                ,114,新北市三重區,3531025101,合健診所,10.52%,38,4,0,0.2483,0.3040,2011
363,0,1,診所                ,114,新北市中和區,3531042264,中和仁安診所,0%,38,4,0,0.2483,0.3040,2011
364,3,1,診所                ,114,新北市板橋區,3531013165,鴻仁診所,7.89%,38,4,0,0.2483,0.3040,2011
365,3,1,診所                ,114,新北市三芝區,3531211090,曾明診所,7.89%,38,4,0,0.2483,0.3040,2011
366,4,1,診所                ,114,新北市汐止區,3531110338,佑昌內科診所,10.52%,38,4,0,0.2483,0.3040,2011
367,4,1,診所                ,114,新北市中和區,3531043618,郭長堺診所,10.52%,38,4,0,0.2483,0.3040,2011
368,5,1,診所                ,114,新北市三峽區,3531090386,錦霖診所,13.15%,38,4,0,0.2483,0.3040,2011
369,10,1,診所                ,114,新北市五股區,3531151428,信恆診所,26.31%,38,4,0,0.2483,0.3040,2011
370,5,1,診所                ,114,新北市土城區,3531132772,健兒診所,13.51%,37,4,0,0.2483,0.3040,2011
371,2,1,診所                ,114,新北市樹林區,3531071943,朱水松耳鼻喉科診所,5.40%,37,4,0,0.2483,0.3040,2011
372,2,1,診所                ,114,新北市樹林區,3531070099,許芳豪內科小兒科診所,5.40%,37,4,0,0.2483,0.3040,2011
373,9,1,診所                ,114,新北市板橋區,3531013352,蕭亦裕鹽光診所,24.32%,37,4,0,0.2483,0.3040,2011
374,9,1,診所                ,114,新北市中和區,3531044875,宏泰診所,24.32%,37,4,0,0.2483,0.3040,2011
375,4,1,診所                ,114,新北市新莊區,3531060324,鄭骨科耳鼻喉科診所,11.11%,36,4,0,0.2483,0.3040,2011
376,3,1,診所                ,114,新北市淡水區,3531100574,博安診所,8.33%,36,4,0,0.2483,0.3040,2011
377,6,1,診所                ,114,新北市中和區,3531045176,奇安診所,16.66%,36,4,0,0.2483,0.3040,2011
378,3,1,診所                ,114,新北市板橋區,3531016639,健康家庭醫學科診所,8.57%,35,4,0,0.2483,0.3040,2011
379,7,1,診所                ,114,新北市永和區,3531030264,蕭正貴小兒科家庭醫學科診所,20%,35,4,0,0.2483,0.3040,2011
380,6,1,診所                ,114,新北市永和區,3531031289,洪源裕小兒科診所,17.14%,35,4,0,0.2483,0.3040,2011
381,9,1,診所                ,114,新北市新店區,3531052635,林建良耳鼻喉科診所,25.71%,35,4,0,0.2483,0.3040,2011
382,3,1,診所                ,114,新北市鶯歌區,3531080406,韓乃輝診所,8.57%,35,4,0,0.2483,0.3040,2011
383,6,1,診所                ,114,新北市林口區,3531171439,黃紹基診所,17.14%,35,4,0,0.2483,0.3040,2011
384,5,1,診所                ,114,新北市板橋區,3531013101,黃景宏診所,14.70%,34,4,0,0.2483,0.3040,2011
